"method","sizes","probs","cells","pred_sizes_perf","pred_probs_perf","pred_warns_perf","pred_sizes_corr","pred_probs_corr","pred_warns_corr","zero_prop_corr","error_sizes_perf","error_probs_perf","error_sizes_corr","error_probs_corr"
"negloglik",23.6,0.03,1350,22.7089762778525,0.028752852593889,0,22.7024471748605,0.0272996517990166,0,0,0.89102372214748,0.00124714740611096,0.897552825139492,0.00270034820098338
"negloglik",20.1,0.47,2500,20.69759734123,0.47846393879692,0,23.8705822322229,0.501313182568581,0,0.138,0.597597341229992,0.00846393879692009,3.77058223222289,0.0313131825685806
"negloglik",40.5,0.29,4550,39.2407956315182,0.28301154916122,0,43.5982117873659,0.294696352265507,0,0.0235164835164835,1.25920436848183,0.00698845083878025,3.09821178736586,0.00469635226550741
"negloglik",37,0.47,1650,39.5044051639122,0.486201685332385,0,35.2928937398045,0.445071297623228,0,0.0709090909090909,2.50440516391217,0.0162016853323847,1.7071062601955,0.0249287023767723
"negloglik",17.2,0.53,4000,17.3182211820944,0.531556193822761,0,14.8624990471499,0.48000593907311,0,0.21075,0.118221182094359,0.00155619382276051,2.33750095285007,0.0499940609268903
"negloglik",40.6,0.02,3700,42.7300865439051,0.0210393985304008,0,43.5880069756399,0.0205801217804753,0,0,2.13008654390509,0.00103939853040082,2.98800697563988,0.000580121780475271
"negloglik",39.7,0.05,100,37.2672711256437,0.0486035248218097,0,43.8643748711445,0.0547544535605569,0,0,2.43272887435628,0.00139647517819029,4.16437487114449,0.00475445356055692
"negloglik",17.1,0.75,2850,19.1415356384682,0.772793192626124,0,20.3851268469522,0.77844316290909,0,0.475087719298246,2.04153563846822,0.0227931926261237,3.28512684695216,0.0284431629090902
"negloglik",34.9,0.31,600,36.0332494571365,0.314357385784405,0,31.9263717532931,0.275835812161136,0,0.0266666666666667,1.13324945713646,0.00435738578440514,2.97362824670685,0.0341641878388635
"negloglik",14,0.1,200,11.1037866816934,0.0826975583777651,0,11.5345954300223,0.0809040637367256,0,0.025,2.89621331830662,0.0173024416222349,2.46540456997769,0.0190959362632744
"negloglik",29.4,0.38,4900,28.8025079739913,0.376074053573304,0,34.4538695192025,0.407535380992714,0,0.0542857142857143,0.59749202600873,0.00392594642669575,5.05386951920254,0.0275353809927142
"negloglik",19.1,0.22,1150,18.6672542181179,0.21513848874391,0,16.7935276178792,0.191481011889732,0,0.0382608695652174,0.432745781882105,0.00486151125609036,2.30647238212078,0.0285189881102684
